timestamp,ch1,ch2,ch3,ch4,ch5,ch6
1770932329.323852,0.1852675825357437,-0.48380008339881897,-0.4130874276161194,-0.003470957512035966,0.002697420073673129,-0.008351445198059082
1770932329.3547466,0.19210486114025116,-0.48274073004722595,-0.4265843331813812,-0.00349656050093472,0.0027485915925353765,-0.008498894982039928
1770932329.3607478,0.1847088485956192,-0.48949530720710754,-0.42483851313591003,-0.00358236744068563,0.002686638617888093,-0.008585224859416485
1770932329.3831165,0.19366160035133362,-0.4819188416004181,-0.4279024302959442,-0.0035347065422683954,0.002745056990534067,-0.008450002409517765
1770932329.411746,0.1857437938451767,-0.48270195722579956,-0.4193872809410095,-0.003236635122448206,0.003047168953344226,-0.00831674411892891
1770932329.4297552,0.1833222508430481,-0.4887508451938629,-0.4367063343524933,-0.0031404485926032066,0.003025016048923135,-0.00807801354676485
1770932329.4468958,0.18541152775287628,-0.4921115040779114,-0.4219508171081543,-0.003477551741525531,0.0026138590183109045,-0.008154849521815777
1770932329.4704561,0.19208918511867523,-0.49058258533477783,-0.44093087315559387,-0.003422629786655307,0.002653841394931078,-0.008350832387804985
1770932329.4941251,0.1830034703016281,-0.48208609223365784,-0.41762611269950867,-0.0034885099157691,0.002876235404983163,-0.008321850560605526
1770932329.511177,0.18217509984970093,-0.48174938559532166,-0.4343161880970001,-0.003604225581511855,0.0028451215475797653,-0.008223561570048332
1770932329.5463836,0.18552358448505402,-0.48251983523368835,-0.4258261024951935,-0.0035544349811971188,0.002994897309690714,-0.008376011624932289
1770932329.5583534,0.1888834536075592,-0.4882812798023224,-0.42451736330986023,-0.0035503427498042583,0.0029058284126222134,-0.008164318278431892
1770932329.589154,0.18580511212348938,-0.4874461889266968,-0.4265180230140686,-0.003645277349278331,0.0026209319476038218,-0.008356701582670212
1770932329.6027236,0.18629512190818787,-0.48430895805358887,-0.42196911573410034,-0.0034641928505152464,0.003102991497144103,-0.008272705599665642
1770932329.608751,0.192509725689888,-0.48881086707115173,-0.42754682898521423,-0.003516747849062085,0.0028472081758081913,-0.00851823203265667
1770932329.6204228,0.19030381739139557,-0.4866008460521698,-0.416339635848999,-0.0034052254632115364,0.0028105194214731455,-0.008431612513959408
1770932329.6508293,0.18458884954452515,-0.4905357360839844,-0.4222346246242523,-0.003268355503678322,0.0032793658319860697,-0.008359195664525032
1770932329.6627982,0.18768508732318878,-0.4811585545539856,-0.41499242186546326,-0.0032674637623131275,0.002940525533631444,-0.008298207074403763
1770932329.7056727,0.19514141976833344,-0.48504751920700073,-0.41832080483436584,-0.0035710660740733147,0.0029229987412691116,-0.008509657345712185
1770932329.7179253,0.17940592765808105,-0.48635876178741455,-0.43800827860832214,-0.003419613465666771,0.002661667764186859,-0.008230035193264484
1770932329.7239559,0.17682461440563202,-0.482656866312027,-0.4270632266998291,-0.0035538834054023027,0.002816048450767994,-0.008184339851140976
1770932329.7617743,0.17476437985897064,-0.47560110688209534,-0.4174509644508362,-0.003469074610620737,0.002779521746560931,-0.007957841269671917
1770932329.7803917,0.1831016093492508,-0.48210790753364563,-0.43550169467926025,-0.0036194580607116222,0.002742542652413249,-0.008410319685935974
1770932329.8020625,0.18949702382087708,-0.48186030983924866,-0.4211326837539673,-0.0036074805539101362,0.002714267000555992,-0.008374243974685669
1770932329.8080626,0.19880466163158417,-0.4931546747684479,-0.41337016224861145,-0.0033979660365730524,0.0031748663168400526,-0.008414531126618385
1770932329.8364916,0.19202308356761932,-0.4817720949649811,-0.4167267084121704,-0.003616069909185171,0.0026968384627252817,-0.008364042267203331
1770932329.8473067,0.1965775489807129,-0.484055757522583,-0.41351181268692017,-0.0033483165316283703,0.0032781152985990047,-0.008196691051125526
1770932329.8703759,0.1828993856906891,-0.4822089672088623,-0.436918169260025,-0.003443154040724039,0.002726505510509014,-0.008100518956780434
1770932329.8883288,0.19619421660900116,-0.487980455160141,-0.41914016008377075,-0.0033896660897880793,0.002990961540490389,-0.008164308965206146
1770932329.9122028,0.18954728543758392,-0.48038026690483093,-0.4114418923854828,-0.003497589146718383,0.002873045625165105,-0.008247819729149342
1770932329.9292436,0.19309215247631073,-0.48042061924934387,-0.43232282996177673,-0.003613401437178254,0.00270446646027267,-0.008399725891649723
1770932329.9478273,0.18825548887252808,-0.47728103399276733,-0.4243166148662567,-0.003633634652942419,0.002813110826537013,-0.008337032049894333
1770932329.9774866,0.18741483986377716,-0.4837900996208191,-0.41858619451522827,-0.0036329394206404686,0.002661298494786024,-0.008502506650984287
1770932329.9894264,0.18908338248729706,-0.4846515655517578,-0.42924562096595764,-0.003508738474920392,0.002911090850830078,-0.00829632580280304
1770932329.9944327,0.18250435590744019,-0.4851585030555725,-0.4374973773956299,-0.0033667099196463823,0.002967366948723793,-0.008484388701617718
1770932330.0188584,0.19636572897434235,-0.48712319135665894,-0.42656365036964417,-0.0036769243888556957,0.002680828794836998,-0.008380047045648098
1770932330.0369942,0.1850546896457672,-0.4886332154273987,-0.42240893840789795,-0.0034242011606693268,0.0030673216097056866,-0.008393654599785805
1770932330.0486066,0.19154605269432068,-0.4963163733482361,-0.4212079644203186,-0.0035188025794923306,0.0031113827135413885,-0.008260798640549183
1770932330.0608387,0.19834692776203156,-0.48654118180274963,-0.4155978858470917,-0.0034528574906289577,0.002927717287093401,-0.00820520706474781
1770932330.071995,0.1864771693944931,-0.483562171459198,-0.41684815287590027,-0.0034598528873175383,0.002875220961868763,-0.008445235900580883
1770932330.0892425,0.18804199993610382,-0.48404785990715027,-0.4353277087211609,-0.003478158498182893,0.002840417670086026,-0.008459292352199554
1770932330.1072445,0.19119146466255188,-0.4806043803691864,-0.4245546758174896,-0.003626591991633177,0.002633828204125166,-0.008015507832169533
1770932330.13061,0.18096429109573364,-0.4780198037624359,-0.4184550940990448,-0.003418971551582217,0.0026520397514104843,-0.00824088416993618
1770932330.1370478,0.17940068244934082,-0.47027626633644104,-0.42765742540359497,-0.0035532666370272636,0.0029137260280549526,-0.008292839862406254
1770932330.1537519,0.18814049661159515,-0.48556220531463623,-0.43224772810935974,-0.0037145407404750586,0.0025817076675593853,-0.008570286445319653
1770932330.184478,0.18892933428287506,-0.4878427982330322,-0.4273241460323334,-0.003970959689468145,0.00273710279725492,-0.008363194763660431
1770932330.2122097,0.17704012989997864,-0.48552393913269043,-0.42633357644081116,-0.003727212781086564,0.0029110852628946304,-0.008342156186699867
1770932330.2309911,0.19111892580986023,-0.48248836398124695,-0.4183412790298462,-0.003620636649429798,0.003138080472126603,-0.008216031827032566
1770932330.2488742,0.19669412076473236,-0.4900643229484558,-0.4210613965988159,-0.003462249180302024,0.0029166422318667173,-0.008609744720160961
1770932330.2662244,0.18749888241291046,-0.48975053429603577,-0.42076003551483154,-0.0034772497601807117,0.0030163961928337812,-0.008312739431858063
1770932330.3103576,0.18960973620414734,-0.488733172416687,-0.4172946512699127,-0.0035036413464695215,0.0030257245525717735,-0.008143258281052113
1770932330.3343163,0.19172272086143494,-0.48379039764404297,-0.42343971133232117,-0.003307729959487915,0.0028860727325081825,-0.00859489943832159
