DeviceTime,S1_Ch1,S1_Ch2,S1_Ch3,S1_Ch4,S1_Ch5,S1_Ch6,S2_Ch1,S2_Ch2,S2_Ch3,S2_Ch4,S2_Ch5,S2_Ch6
2026-02-12 23:03:21.531,0.6328635215759277,-0.7097275853157043,-0.12942394614219666,0.003075174754485488,0.012540973722934723,-0.011113417334854603,0.6328635215759277,-0.7097275853157043,-0.12942394614219666,0.003075174754485488,0.012540973722934723,-0.011113417334854603
2026-02-12 23:03:21.537,0.6304025053977966,-0.7233498692512512,-0.1118675172328949,0.0029537829104810953,0.012261981144547462,-0.010571092367172241,0.6304025053977966,-0.7233498692512512,-0.1118675172328949,0.0029537829104810953,0.012261981144547462,-0.010571092367172241
2026-02-12 23:03:21.550,-0.10887598991394043,0.1340230256319046,-0.20404428243637085,0.0020867302082479,0.0021398188546299934,0.000307116424664855,-0.10887598991394043,0.1340230256319046,-0.20404428243637085,0.0020867302082479,0.0021398188546299934,0.000307116424664855
2026-02-12 23:03:21.563,0.631412148475647,-0.7194289565086365,-0.12108445912599564,0.002679651603102684,0.01267413143068552,-0.010989932343363762,0.631412148475647,-0.7194289565086365,-0.12108445912599564,0.002679651603102684,0.01267413143068552,-0.010989932343363762
2026-02-12 23:03:21.609,-0.10090315341949463,0.14171230792999268,-0.2000020444393158,0.0021750840824097395,0.002082390943542123,0.00035907974233850837,-0.10090315341949463,0.14171230792999268,-0.2000020444393158,0.0021750840824097395,0.002082390943542123,0.00035907974233850837
2026-02-12 23:03:21.633,0.6450592279434204,-0.7136344313621521,-0.10615409910678864,0.0031377002596855164,0.012962749227881432,-0.011097447015345097,0.6450592279434204,-0.7136344313621521,-0.10615409910678864,0.0031377002596855164,0.012962749227881432,-0.011097447015345097
2026-02-12 23:03:21.639,0.6411948204040527,-0.7114452123641968,-0.10658998787403107,0.003182504791766405,0.013051616959273815,-0.011108613573014736,0.6411948204040527,-0.7114452123641968,-0.10658998787403107,0.003182504791766405,0.013051616959273815,-0.011108613573014736
2026-02-12 23:03:21.657,-0.10160917788743973,0.13032954931259155,-0.20767970383167267,0.0019132602028548717,0.0020140409469604492,0.0005308970576152205,-0.10160917788743973,0.13032954931259155,-0.20767970383167267,0.0019132602028548717,0.0020140409469604492,0.0005308970576152205
2026-02-12 23:03:21.664,0.6379990577697754,-0.7100170254707336,-0.12450336664915085,0.0029243086464703083,0.012613784521818161,-0.011134586296975613,0.6379990577697754,-0.7100170254707336,-0.12450336664915085,0.0029243086464703083,0.012613784521818161,-0.011134586296975613
2026-02-12 23:03:21.700,0.6269525289535522,-0.712303638458252,-0.12090377509593964,0.0031152397859841585,0.012581893242895603,-0.010933381505310535,0.6269525289535522,-0.712303638458252,-0.12090377509593964,0.0031152397859841585,0.012581893242895603,-0.010933381505310535
2026-02-12 23:03:21.706,-0.10960904508829117,0.14127245545387268,-0.21680088341236115,0.0020819201599806547,0.002478312933817506,0.0003675177867989987,-0.10960904508829117,0.14127245545387268,-0.21680088341236115,0.0020819201599806547,0.002478312933817506,0.0003675177867989987
2026-02-12 23:03:21.724,-0.10075733810663223,0.14946825802326202,-0.20170186460018158,0.0022114042658358812,0.0020753368735313416,0.0004790324019268155,-0.10075733810663223,0.14946825802326202,-0.20170186460018158,0.0022114042658358812,0.0020753368735313416,0.0004790324019268155
2026-02-12 23:03:21.755,0.6314531564712524,-0.7116225361824036,-0.11609124392271042,0.0031135547906160355,0.01265749055892229,-0.010994143784046173,0.6314531564712524,-0.7116225361824036,-0.11609124392271042,0.0031135547906160355,0.01265749055892229,-0.010994143784046173
2026-02-12 23:03:21.768,0.6391146183013916,-0.7156886458396912,-0.11490495502948761,0.003067061770707369,0.012603487819433212,-0.01087033562362194,0.6391146183013916,-0.7156886458396912,-0.11490495502948761,0.003067061770707369,0.012603487819433212,-0.01087033562362194
2026-02-12 23:03:21.774,0.6463099718093872,-0.7150517106056213,-0.11041836440563202,0.0030441919807344675,0.012859335169196129,-0.01114952564239502,0.6463099718093872,-0.7150517106056213,-0.11041836440563202,0.0030441919807344675,0.012859335169196129,-0.01114952564239502
2026-02-12 23:03:21.786,-0.10257945209741592,0.1347011774778366,-0.21234698593616486,0.0019207875011488795,0.0021402074489742517,0.0005265079089440405,-0.10257945209741592,0.1347011774778366,-0.21234698593616486,0.0019207875011488795,0.0021402074489742517,0.0005265079089440405
2026-02-12 23:03:21.805,0.6342636942863464,-0.7229674458503723,-0.11698919534683228,0.00285264290869236,0.012691140174865723,-0.011005603708326817,0.6342636942863464,-0.7229674458503723,-0.11698919534683228,0.00285264290869236,0.012691140174865723,-0.011005603708326817
2026-02-12 23:03:21.817,-0.11034373193979263,0.1447848379611969,-0.19330233335494995,0.00187114835716784,0.002125146333128214,0.00021201776689849794,-0.11034373193979263,0.1447848379611969,-0.19330233335494995,0.00187114835716784,0.002125146333128214,0.00021201776689849794
2026-02-12 23:03:21.861,0.632047176361084,-0.7191964387893677,-0.11563143879175186,0.0028056970331817865,0.012740978971123695,-0.01101131271570921,0.632047176361084,-0.7191964387893677,-0.11563143879175186,0.0028056970331817865,0.012740978971123695,-0.01101131271570921
2026-02-12 23:03:21.872,-0.10633266717195511,0.1388058215379715,-0.19950327277183533,0.0020671444945037365,0.002258836757391691,0.0002660424215719104,-0.10633266717195511,0.1388058215379715,-0.19950327277183533,0.0020671444945037365,0.002258836757391691,0.0002660424215719104
2026-02-12 23:03:21.884,-0.10759244114160538,0.1413281410932541,-0.2032165676355362,0.002126396168023348,0.0021244946401566267,0.0002935313095804304,-0.10759244114160538,0.1413281410932541,-0.2032165676355362,0.002126396168023348,0.0021244946401566267,0.0002935313095804304
2026-02-12 23:03:21.890,0.6409366130828857,-0.7077522277832031,-0.11779693514108658,0.0029352065175771713,0.012564516626298428,-0.011162998154759407,0.6409366130828857,-0.7077522277832031,-0.11779693514108658,0.0029352065175771713,0.012564516626298428,-0.011162998154759407
2026-02-12 23:03:21.922,-0.10087117552757263,0.1384216547012329,-0.20945537090301514,0.0019515249878168106,0.0019974447786808014,0.0004508351266849786,-0.10087117552757263,0.1384216547012329,-0.20945537090301514,0.0019515249878168106,0.0019974447786808014,0.0004508351266849786
