Timestamp,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6
1770930255.2198691,0.3458915054798126,-0.37103646993637085,-0.07807938754558563,0.0008594682440161705,0.0035049784928560257,-0.00292412843555212
1770930255.237205,0.3337739109992981,-0.377382755279541,-0.07542935758829117,0.000597625330556184,0.0036149194929748774,-0.0028674565255641937
1770930255.2596776,0.34019479155540466,-0.3758145868778229,-0.06494598090648651,0.0009395059896633029,0.0035056748893111944,-0.0028203960973769426
1770930255.2656767,0.34300175309181213,-0.3674355149269104,-0.05620170757174492,0.0010489124106243253,0.0033589894883334637,-0.0029129693284630775
1770930255.2930186,0.338498055934906,-0.37776681780815125,-0.07336892187595367,0.0007893508882261813,0.003609644016250968,-0.002907305723056197
1770930255.3070352,0.34067174792289734,-0.3711254894733429,-0.053593218326568604,0.0009336273651570082,0.003721018321812153,-0.0029016730841249228
1770930255.324575,0.33941546082496643,-0.375112384557724,-0.07142334431409836,0.0006966078653931618,0.0036200769245624542,-0.0027043139562010765
1770930255.3486729,0.34143614768981934,-0.3714960217475891,-0.06176037713885307,0.0008013607002794743,0.0035438183695077896,-0.0029072347097098827
1770930255.3667738,0.33802714943885803,-0.36712250113487244,-0.08336598426103592,0.0008782144286669791,0.003594369627535343,-0.0028587018605321646
1770930255.389011,0.3309856951236725,-0.3806179165840149,-0.07803114503622055,0.0007526520057581365,0.003561595221981406,-0.0028103378135710955
1770930255.4007592,0.34275850653648376,-0.38031142950057983,-0.07332102209329605,0.0007998005603440106,0.003633856540545821,-0.00278869504109025
1770930255.4194784,0.3382711708545685,-0.37431785464286804,-0.07672138512134552,0.0008052789489738643,0.0035551688633859158,-0.0030465438030660152
1770930255.4499028,0.3392500877380371,-0.37155818939208984,-0.08122655749320984,0.0007076943875290453,0.003458561608567834,-0.002875467762351036
1770930255.467566,0.3408319354057312,-0.3688952326774597,-0.0702129602432251,0.0011655658017843962,0.0036331277806311846,-0.002901622327044606
1770930255.4907842,0.3433592915534973,-0.379184365272522,-0.07725924998521805,0.0007545899716205895,0.00337955541908741,-0.0028322329744696617
