DeviceTime,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5
2026-02-12 22:55:27.482,0.2183702141046524,-0.531563937664032,-0.10415047407150269,-0.0006305729621089995,0.005459601990878582,-0.00835090596228838
2026-02-12 22:55:27.501,0.2142447531223297,-0.5302209258079529,-0.11337175220251083,-0.0007624406134709716,0.005581504199653864,-0.008273190818727016
2026-02-12 22:55:27.520,0.21381203830242157,-0.5390811562538147,-0.11666584014892578,-0.0006592590361833572,0.005623034667223692,-0.007876922376453876
2026-02-12 22:55:27.550,0.19529308378696442,-0.5373055338859558,-0.11170092970132828,-0.0005877030198462307,0.005319155286997557,-0.008094836957752705
2026-02-12 22:55:27.562,0.20521177351474762,-0.5308815240859985,-0.11172620952129364,-0.000836688675917685,0.005437404848635197,-0.008329310454428196
2026-02-12 22:55:27.585,0.20158827304840088,-0.5299634337425232,-0.10806518793106079,-0.0005960879498161376,0.005307711195200682,-0.008143393322825432
2026-02-12 22:55:27.616,0.20784002542495728,-0.5296827554702759,-0.11131566762924194,-0.000617325771600008,0.005468791350722313,-0.007874792441725731
2026-02-12 22:55:27.639,0.21223114430904388,-0.5279889702796936,-0.11412357538938522,-0.0005481971311382949,0.0059354729019105434,-0.008030288852751255
2026-02-12 22:55:27.664,0.2219996303319931,-0.5353830456733704,-0.10511583834886551,-0.0006107958615757525,0.005601240787655115,-0.00807257927954197
2026-02-12 22:55:27.694,0.21031811833381653,-0.5356627106666565,-0.11451771855354309,-0.0007089048740454018,0.005571744404733181,-0.008096681907773018
2026-02-12 22:55:27.700,0.2055840939283371,-0.5346794724464417,-0.10916531831026077,-0.0007541323429904878,0.005361261777579784,-0.00804923940449953
2026-02-12 22:55:27.739,0.20761100947856903,-0.5286076664924622,-0.116077721118927,-0.0008418154902756214,0.005370683502405882,-0.0080475565046072
2026-02-12 22:55:27.768,0.20240266621112823,-0.5302256941795349,-0.11496073752641678,-0.000708677398506552,0.005395624786615372,-0.008127246052026749
2026-02-12 22:55:27.793,0.19909407198429108,-0.5348522067070007,-0.08820687979459763,-0.0008555480162613094,0.005327652674168348,-0.00783696211874485
2026-02-12 22:55:27.815,0.2070300430059433,-0.5305031538009644,-0.10792409628629684,-0.0007359258597716689,0.005374311935156584,-0.007742009125649929
2026-02-12 22:55:27.839,0.21053075790405273,-0.5317481756210327,-0.10820908099412918,-0.0007497583865188062,0.0052870758809149265,-0.007949763908982277
2026-02-12 22:55:27.873,0.2137693464756012,-0.5312584638595581,-0.1030326709151268,-0.0006776803638786077,0.005437829531729221,-0.008134592324495316
2026-02-12 22:55:27.885,0.20812736451625824,-0.5366182327270508,-0.11468800157308578,-0.0007546677370555699,0.005547506269067526,-0.008000834845006466
2026-02-12 22:55:27.927,0.21633125841617584,-0.5318084955215454,-0.10134351253509521,-0.0007761319284327328,0.00536720734089613,-0.007999412715435028
2026-02-12 22:55:27.933,0.20910118520259857,-0.5287235379219055,-0.11422785371541977,-0.000716031645424664,0.005302075762301683,-0.008244127035140991
2026-02-12 22:55:27.958,0.20151948928833008,-0.5352511405944824,-0.1068362295627594,-0.0010099756764248013,0.005302943289279938,-0.008003754541277885
2026-02-12 22:55:27.987,0.19159743189811707,-0.5312259197235107,-0.11999054998159409,-0.0008193905814550817,0.005349662154912949,-0.008085239678621292
2026-02-12 22:55:28.017,0.2032620757818222,-0.5282111763954163,-0.11586543172597885,-0.0006038115243427455,0.005100646987557411,-0.008019822649657726
2026-02-12 22:55:28.041,0.20346178114414215,-0.5309937000274658,-0.10585547238588333,-0.0005318652256391943,0.005633094813674688,-0.008205614984035492
2026-02-12 22:55:28.079,0.20234175026416779,-0.5345007181167603,-0.12106949836015701,-0.001017290516756475,0.005430957768112421,-0.008266670629382133
2026-02-12 22:55:28.126,0.209366574883461,-0.5275123119354248,-0.10211905092000961,-0.0005021143588237464,0.005407474469393492,-0.007909364067018032
2026-02-12 22:55:28.132,0.21363070607185364,-0.5289751291275024,-0.11949922144412994,-0.000598203856498003,0.0052643329836428165,-0.00802543293684721
2026-02-12 22:55:28.157,0.20473553240299225,-0.532274603843689,-0.0938643366098404,-0.0010059159249067307,0.005183148663491011,-0.0077429101802408695
2026-02-12 22:55:28.193,0.19745559990406036,-0.533730149269104,-0.10977161675691605,-0.0007444272050634027,0.005449635908007622,-0.007886222563683987
2026-02-12 22:55:28.199,0.2064439058303833,-0.5317323803901672,-0.1075432226061821,-0.0008795735193416476,0.005404936149716377,-0.008048484101891518
2026-02-12 22:55:28.253,0.20796863734722137,-0.5433818697929382,-0.10159201174974442,-0.0010681789135560393,0.005567022133618593,-0.007887657731771469
2026-02-12 22:55:28.266,0.21196892857551575,-0.5323117971420288,-0.11290121078491211,-0.0007071271538734436,0.005524918437004089,-0.008055231533944607
2026-02-12 22:55:28.314,0.2029018998146057,-0.5278857946395874,-0.1065782681107521,-0.0006998025928623974,0.005362341180443764,-0.00799645483493805
2026-02-12 22:55:28.327,0.19357189536094666,-0.5296644568443298,-0.1138819232583046,-0.0006961134495213628,0.005484399385750294,-0.007911925204098225
2026-02-12 22:55:28.369,0.205699160695076,-0.528093159198761,-0.11296426504850388,-0.0008033388294279575,0.005542057100683451,-0.008079834282398224
2026-02-12 22:55:28.387,0.21197780966758728,-0.5295110940933228,-0.11024008691310883,-0.0006341502303257585,0.005398845765739679,-0.007909142412245274
2026-02-12 22:55:28.399,0.20962336659431458,-0.5294314622879028,-0.10196056216955185,-0.0006899837753735483,0.005549462046474218,-0.007891952991485596
2026-02-12 22:55:28.436,0.2060043215751648,-0.5343892574310303,-0.10595924407243729,-0.0009555282886140049,0.005635913461446762,-0.00804885569959879
2026-02-12 22:55:28.453,0.20957522094249725,-0.5303947329521179,-0.10924796015024185,-0.000810932251624763,0.0052889324724674225,-0.008131196722388268
2026-02-12 22:55:28.476,0.2052924782037735,-0.5337051749229431,-0.11396703124046326,-0.0005929649923928082,0.0055147334933280945,-0.007958900183439255
2026-02-12 22:55:28.506,0.21719689667224884,-0.5315626859664917,-0.09497819095849991,-0.0006944147171452641,0.005408609285950661,-0.007986263372004032
2026-02-12 22:55:28.512,0.21564239263534546,-0.527024507522583,-0.10577882081270218,-0.0005509676411747932,0.00536419777199626,-0.008034258149564266
2026-02-12 22:55:28.549,0.2144564688205719,-0.5380789041519165,-0.11898735165596008,-0.0008251575054600835,0.005552475806325674,-0.008169686421751976
2026-02-12 22:55:28.555,0.21366620063781738,-0.5287469029426575,-0.11842000484466553,-0.0007296237163245678,0.005303754936903715,-0.008318265900015831
2026-02-12 22:55:28.567,0.2104215919971466,-0.5367991328239441,-0.09356094151735306,-0.0008340895874425769,0.005577488802373409,-0.00811536144465208
2026-02-12 22:55:28.609,0.1939050406217575,-0.5346632599830627,-0.11894749850034714,-0.0008550180355086923,0.005548040382564068,-0.007709844969213009
2026-02-12 22:55:28.632,0.19952750205993652,-0.5334199070930481,-0.10732709616422653,-0.000644260726403445,0.0054061575792729855,-0.007694806903600693
2026-02-12 22:55:28.655,0.2075798362493515,-0.5288224220275879,-0.10834526270627975,-0.000788693898357451,0.005444882437586784,-0.00818442739546299
2026-02-12 22:55:28.686,0.22139203548431396,-0.5307101011276245,-0.09995026141405106,-0.0007124420371837914,0.005491780117154121,-0.007936568930745125
2026-02-12 22:55:28.692,0.2163776010274887,-0.5305575132369995,-0.10859650373458862,-0.0008853611652739346,0.005542661529034376,-0.008101539686322212
