Model,MDO34
Firmware Version,1.10.4

Waveform Type,ANALOG,
2.667e+01,0.16,0.16
2.668e+01,-0.24,-0.16
2.669e+01,0.16,0.16
2.670e+01,-0.16,-0.16
2.671e+01,0.16,0.16
2.672e+01,-0.16,-0.16
2.673e+01,0.16,0.16
2.674e+01,-0.16,-0.16
2.675e+01,0.16,0.16
2.676e+01,-0.24,-0.16
2.677e+01,0.16,0.16
2.678e+01,-0.24,-0.16
2.679e+01,0.16,0.16
2.680e+01,-0.16,-0.16
2.681e+01,0.16,0.24
2.682e+01,-0.16,-0.16
2.683e+01,0.16,0.16
2.684e+01,-0.16,-0.16
2.685e+01,0.16,0.16
2.686e+01,-0.24,-0.16
2.687e+01,0.16,0.16
2.688e+01,-0.24,-0.16
2.689e+01,0.16,0.16
2.690e+01,-0.16,-0.16
2.691e+01,0.16,0.16
2.692e+01,-0.16,-0.16
2.693e+01,0.16,0.16
2.694e+01,-0.24,-0.16
2.695e+01,0.16,0.16
2.696e+01,-0.24,-0.16
2.697e+01,0.16,0.16
2.698e+01,-0.24,-0.16
2.699e+01,0.16,0.16
2.700e+01,-0.16,-0.16
2.701e+01,0.16,0.16
2.702e+01,-0.24,-0.16
2.703e+01,0.16,0.16
2.704e+01,-0.24,-0.16
2.705e+01,0.16,0.16
2.706e+01,-0.24,-0.16
2.707e+01,0.08,0.16
2.708e+01,-0.16,-0.16
2.709e+01,0.16,0.16
2.710e+01,-0.16,-0.16
2.711e+01,0.16,0.16
2.712e+01,-0.24,-0.16
2.713e+01,0.16,0.16
2.714e+01,-0.16,-0.16
2.715e+01,0.16,0.24
2.716e+01,-0.24,-0.16
2.717e+01,0.16,0.16
2.718e+01,-0.16,-0.16
2.719e+01,0.16,0.16
2.720e+01,-0.24,-0.16
2.721e+01,0.16,0.16
2.722e+01,-0.24,-0.16
2.723e+01,0.16,0.24
2.724e+01,-0.16,-0.16
2.725e+01,0.16,0.16
2.726e+01,-0.16,-0.16
2.727e+01,0.16,0.16
2.728e+01,-0.24,-0.16
2.729e+01,0.16,0.16
2.730e+01,-0.16,-0.16
2.731e+01,0.16,0.16
2.732e+01,-0.16,-0.16
2.733e+01,0.16,0.16
2.734e+01,-0.16,-0.16
2.735e+01,0.16,0.16
2.736e+01,-0.24,-0.16
2.737e+01,0.16,0.24
2.738e+01,-0.24,-0.16
2.739e+01,0.16,0.16
2.740e+01,-0.16,-0.16
2.741e+01,0.16,0.16
2.742e+01,-0.16,-0.16
2.743e+01,0.16,0.16
2.744e+01,-0.24,-0.16
2.745e+01,0.16,0.16
2.746e+01,-0.16,-0.16
2.747e+01,0.16,0.16
2.748e+01,-0.16,-0.16
2.749e+01,0.16,0.16
2.750e+01,-0.24,-0.16
2.751e+01,0.16,0.24
2.752e+01,-0.16,-0.16
2.753e+01,0.16,0.16
2.754e+01,-0.16,-0.16
2.755e+01,0.16,0.16
2.756e+01,-0.24,-0.16
2.757e+01,0.16,0.16
2.758e+01,-0.16,-0.16
2.759e+01,0.16,0.16
2.760e+01,-0.24,-0.16
2.761e+01,0.16,0.16
2.762e+01,-0.16,-0.16
2.763e+01,0.16,0.16
2.764e+01,-0.24,-0.16
2.765e+01,0.16,0.16
2.766e+01,-0.16,-0.16
2.767e+01,0.08,0.16
2.768e+01,-0.24,-0.16
2.769e+01,0.16,0.16
2.770e+01,-0.16,-0.16
2.771e+01,0.16,0.16
2.772e+01,-0.16,-0.16
2.773e+01,0.16,0.16
2.774e+01,-0.16,-0.16
2.775e+01,0.16,0.16
2.776e+01,-0.16,-0.16
2.777e+01,0.16,0.16
2.778e+01,-0.16,-0.16
2.779e+01,0.16,0.16
2.780e+01,-0.24,-0.16
2.781e+01,0.16,0.16
2.782e+01,-0.16,-0.16
2.783e+01,0.16,0.24
2.784e+01,-0.16,-0.16
2.785e+01,0.16,0.24
2.786e+01,-0.16,-0.16
2.787e+01,0.16,0.16
2.788e+01,-0.16,-0.16
2.789e+01,0.16,0.16
2.790e+01,-0.16,-0.16
2.791e+01,0.16,0.16
2.792e+01,-0.24,-0.16
2.793e+01,0.16,0.16
2.794e+01,-0.16,-0.16
2.795e+01,0.16,0.16
2.796e+01,-0.24,-0.16
2.797e+01,0.16,0.24
2.798e+01,-0.24,-0.16
2.799e+01,0.16,0.24
2.800e+01,-0.24,-0.16
2.801e+01,0.16,0.16
2.802e+01,-0.24,-0.16
2.803e+01,0.16,0.16
2.804e+01,-0.16,-0.16
2.805e+01,0.16,0.16
2.806e+01,-0.24,-0.16
2.807e+01,0.16,0.16
2.808e+01,-0.16,-0.16
2.809e+01,0.16,0.16
2.810e+01,-0.16,-0.16
2.811e+01,0.16,0.16
2.812e+01,-0.16,-0.16
2.813e+01,0.16,0.16
2.814e+01,-0.16,-0.16
2.815e+01,0.16,0.16
2.816e+01,-0.24,-0.16
2.817e+01,0.16,0.16
2.818e+01,-0.16,-0.16
2.819e+01,0.16,0.16
2.820e+01,-0.24,-0.16
2.821e+01,0.16,0.24
2.822e+01,-0.16,-0.16
2.823e+01,0.16,0.16
2.824e+01,-0.16,-0.16
2.825e+01,0.16,0.24
2.826e+01,-0.16,-0.16
2.827e+01,0.16,0.16
2.828e+01,-0.24,-0.16
2.829e+01,0.16,0.24
2.830e+01,-0.24,-0.16
2.831e+01,0.16,0.16
2.832e+01,-0.24,-0.16
2.833e+01,0.16,0.16
2.834e+01,-0.24,-0.16
2.835e+01,0.16,0.16
2.836e+01,-0.16,-0.16
2.837e+01,0.16,0.16
2.838e+01,-0.24,-0.16
2.839e+01,0.16,0.16
2.840e+01,-0.24,-0.08
2.841e+01,0.16,0.16
2.842e+01,-0.16,-0.16
2.843e+01,0.08,0.16
2.844e+01,-0.16,-0.16
2.845e+01,0.16,0.24
2.846e+01,-0.24,-0.16
2.847e+01,0.16,0.16
2.848e+01,-0.16,-0.16
2.849e+01,0.16,0.24
2.850e+01,-0.16,-0.16
2.851e+01,0.16,0.16
2.852e+01,-0.24,-0.16
2.853e+01,0.16,0.16
2.854e+01,-0.16,-0.16
2.855e+01,0.16,0.16
2.856e+01,-0.24,-0.16
2.857e+01,0.16,0.16
2.858e+01,-0.24,-0.16
2.859e+01,0.16,0.16
2.860e+01,-0.24,-0.16
2.861e+01,0.16,0.16
2.862e+01,-0.24,-0.16
2.863e+01,0.16,0.16
2.864e+01,-0.24,-0.16
2.865e+01,0.16,0.16
2.866e+01,-0.24,-0.16
2.867e+01,0.16,0.16
2.868e+01,-0.24,-0.16
2.869e+01,0.16,0.16
2.870e+01,-0.16,-0.16
2.871e+01,0.16,0.16
2.872e+01,-0.16,-0.16
2.873e+01,0.16,0.24
2.874e+01,-0.16,-0.16
2.875e+01,0.16,0.16
2.876e+01,-0.16,-0.16
2.877e+01,0.16,0.24
2.878e+01,-0.16,-0.16
2.879e+01,0.16,0.16
2.880e+01,-0.24,-0.16
2.881e+01,0.16,0.16
2.882e+01,-0.16,-0.16
2.883e+01,0.16,0.16
2.884e+01,-0.24,-0.16
2.885e+01,0.16,0.16
2.886e+01,-0.24,-0.16
2.887e+01,0.16,0.16
2.888e+01,-0.16,-0.16
2.889e+01,0.16,0.16
2.890e+01,-0.16,-0.16
2.891e+01,0.08,0.16
2.892e+01,-0.24,-0.16
2.893e+01,0.16,0.24
2.894e+01,-0.24,-0.16
2.895e+01,0.16,0.16
2.896e+01,-0.24,-0.16
2.897e+01,0.08,0.16
2.898e+01,-0.16,-0.16
2.899e+01,0.16,0.16
2.900e+01,-0.16,-0.16
2.901e+01,0.16,0.16
2.902e+01,-0.16,-0.16
2.903e+01,0.16,0.16
2.904e+01,-0.24,-0.16
2.905e+01,0.16,0.16
2.906e+01,-0.16,-0.16
2.907e+01,0.16,0.16
2.908e+01,-0.16,-0.16
2.909e+01,0.16,0.16
2.910e+01,-0.24,-0.16
2.911e+01,0.16,0.16
2.912e+01,-0.16,-0.16
2.913e+01,0.16,0.16
2.914e+01,-0.24,-0.16
2.915e+01,0.16,0.16
2.916e+01,-0.24,-0.16
2.917e+01,0.16,0.16
2.918e+01,-0.16,-0.16
2.919e+01,0.08,0.16
2.920e+01,-0.24,-0.16
2.921e+01,0.16,0.16
2.922e+01,-0.16,-0.16
2.923e+01,0.16,0.16
2.924e+01,-0.16,-0.16
2.925e+01,0.16,0.16
2.926e+01,-0.24,-0.16
2.927e+01,0.16,0.16
2.928e+01,-0.16,-0.16
2.929e+01,0.16,0.16
2.930e+01,-0.16,-0.16
2.931e+01,0.16,0.24
2.932e+01,-0.16,-0.16
2.933e+01,0.16,0.16
2.934e+01,-0.16,-0.16
2.935e+01,0.16,0.16
2.936e+01,-0.24,-0.16
2.937e+01,0.16,0.24
2.938e+01,-0.16,-0.16
2.939e+01,0.08,0.16
2.940e+01,-0.24,-0.16
2.941e+01,0.16,0.16
2.942e+01,-0.24,-0.16
2.943e+01,0.16,0.16
2.944e+01,-0.16,-0.16
2.945e+01,0.16,0.16
2.946e+01,-0.24,-0.16
2.947e+01,0.16,0.16
2.948e+01,-0.24,-0.16
2.949e+01,0.16,0.16
2.950e+01,-0.16,-0.16
2.951e+01,0.08,0.16
2.952e+01,-0.24,-0.16
2.953e+01,0.16,0.24
2.954e+01,-0.24,-0.16
2.955e+01,0.16,0.16
2.956e+01,-0.24,-0.16
2.957e+01,0.16,0.16
2.958e+01,-0.16,-0.16
2.959e+01,0.16,0.16
2.960e+01,-0.24,-0.16
2.961e+01,0.16,0.16
2.962e+01,-0.24,-0.16
2.963e+01,0.16,0.24
2.964e+01,-0.24,-0.16
2.965e+01,0.08,0.16
2.966e+01,-0.16,-0.16
2.967e+01,0.08,0.24
2.968e+01,-0.16,-0.16
2.969e+01,0.16,0.16
2.970e+01,-0.16,-0.16
2.971e+01,0.16,0.16
2.972e+01,-0.24,-0.16
2.973e+01,0.16,0.16
2.974e+01,-0.16,-0.16
2.975e+01,0.16,0.16
2.976e+01,-0.24,-0.16
2.977e+01,0.16,0.16
2.978e+01,-0.24,-0.16
2.979e+01,0.16,0.16
2.980e+01,-0.24,-0.16
2.981e+01,0.16,0.16
2.982e+01,-0.24,-0.16
2.983e+01,0.16,0.16
2.984e+01,-0.24,-0.16
2.985e+01,0.16,0.16
2.986e+01,-0.24,-0.16
2.987e+01,0.16,0.16
2.988e+01,-0.16,-0.16
2.989e+01,0.16,0.16
2.990e+01,-0.24,-0.16
2.991e+01,0.16,0.16
2.992e+01,-0.16,-0.16
2.993e+01,0.16,0.16
2.994e+01,-0.16,-0.16
2.995e+01,0.08,0.24
2.996e+01,-0.24,-0.16
2.997e+01,0.16,0.16
2.998e+01,-0.16,-0.16
2.999e+01,0.16,0.16
3.000e+01,-0.24,-0.16
3.001e+01,0.16,0.16
3.002e+01,-0.16,-0.16
3.003e+01,0.16,0.16
3.004e+01,-0.24,-0.16
3.005e+01,0.16,0.16
3.006e+01,-0.16,-0.16
3.007e+01,0.16,0.24
3.008e+01,-0.24,-0.16
3.009e+01,0.16,0.16
3.010e+01,-0.16,-0.16
3.011e+01,0.08,0.16
3.012e+01,-0.24,-0.16
3.013e+01,0.16,0.16
3.014e+01,-0.24,-0.16
3.015e+01,0.16,0.16
3.016e+01,-0.16,-0.16
3.017e+01,0.16,0.16
3.018e+01,-0.24,-0.16
3.019e+01,0.16,0.16
3.020e+01,-0.16,-0.16
3.021e+01,0.16,0.16
3.022e+01,-0.24,-0.16
3.023e+01,0.16,0.16
3.024e+01,-0.24,-0.16
3.025e+01,0.16,0.16
3.026e+01,-0.24,-0.16
3.027e+01,0.16,0.16
3.028e+01,-0.24,-0.16
3.029e+01,0.16,0.16
3.030e+01,-0.24,-0.16
3.031e+01,0.16,0.24
3.032e+01,-0.24,-0.16
3.033e+01,0.16,0.16
3.034e+01,-0.24,-0.16
3.035e+01,0.16,0.16
3.036e+01,-0.24,-0.16
3.037e+01,0.16,0.16
3.038e+01,-0.24,-0.16
3.039e+01,0.16,0.16
3.040e+01,-0.24,-0.16
3.041e+01,0.08,0.16
3.042e+01,-0.16,-0.16
3.043e+01,0.16,0.24
3.044e+01,-0.24,-0.16
3.045e+01,0.08,0.16
3.046e+01,-0.16,-0.16
3.047e+01,0.16,0.16
3.048e+01,-0.16,-0.16
3.049e+01,0.16,0.16
3.050e+01,-0.24,-0.16
3.051e+01,0.16,0.16
3.052e+01,-0.24,-0.16
3.053e+01,0.16,0.16
3.054e+01,-0.24,-0.16
3.055e+01,0.16,0.16
3.056e+01,-0.16,-0.16
3.057e+01,0.16,0.16
3.058e+01,-0.24,-0.16
3.059e+01,0.16,0.16
3.060e+01,-0.24,-0.16
3.061e+01,0.16,0.16
3.062e+01,-0.24,-0.16
3.063e+01,0.16,0.16
3.064e+01,-0.24,-0.16
3.065e+01,0.16,0.16
3.066e+01,-0.24,-0.16
3.067e+01,0.16,0.16
3.068e+01,-0.16,-0.16
3.069e+01,0.16,0.16
3.070e+01,-0.24,-0.16
3.071e+01,0.16,0.16
3.072e+01,-0.16,-0.16
3.073e+01,0.16,0.24
3.074e+01,-0.24,-0.16
3.075e+01,0.16,0.16
3.076e+01,-0.16,-0.16
3.077e+01,0.16,0.16
3.078e+01,-0.24,-0.16
3.079e+01,0.16,0.16
3.080e+01,-0.24,-0.16
3.081e+01,0.16,0.16
3.082e+01,-0.16,-0.16
3.083e+01,0.08,0.16
3.084e+01,-0.16,-0.16
3.085e+01,0.16,0.16
3.086e+01,-0.16,-0.16
3.087e+01,0.16,0.16
3.088e+01,-0.24,-0.16
3.089e+01,0.16,0.16
3.090e+01,-0.24,-0.16
3.091e+01,0.16,0.16
3.092e+01,-0.24,-0.16
3.093e+01,0.16,0.16
3.094e+01,-0.24,-0.16
3.095e+01,0.16,0.24
3.096e+01,-0.16,-0.16
3.097e+01,0.16,0.16
3.098e+01,-0.16,-0.16
3.099e+01,0.16,0.24
3.100e+01,-0.24,-0.16
3.101e+01,0.16,0.16
3.102e+01,-0.16,-0.16
3.103e+01,0.16,0.16
3.104e+01,-0.24,-0.16
3.105e+01,0.16,0.16
3.106e+01,-0.16,-0.16
3.107e+01,0.16,0.24
3.108e+01,-0.16,-0.16
3.109e+01,0.16,0.24
3.110e+01,-0.24,-0.16
3.111e+01,0.16,0.16
3.112e+01,-0.16,-0.16
3.113e+01,0.16,0.24
3.114e+01,-0.24,-0.16
3.115e+01,0.16,0.16
3.116e+01,-0.24,-0.16
3.117e+01,0.08,0.24
3.118e+01,-0.16,-0.16
3.119e+01,0.16,0.16
3.120e+01,-0.24,-0.16
3.121e+01,0.16,0.16
3.122e+01,-0.16,-0.16
3.123e+01,0.16,0.16
3.124e+01,-0.16,-0.16
3.125e+01,0.16,0.16
3.126e+01,-0.16,-0.16
3.127e+01,0.16,0.16
3.128e+01,-0.24,-0.16
3.129e+01,0.16,0.16
3.130e+01,-0.24,-0.16
3.131e+01,0.16,0.16
3.132e+01,-0.24,-0.16
3.133e+01,0.16,0.16
3.134e+01,-0.24,-0.16
3.135e+01,0.16,0.16
3.136e+01,-0.24,-0.16
3.137e+01,0.16,0.16
3.138e+01,-0.16,-0.16
3.139e+01,0.16,0.16
3.140e+01,-0.16,-0.16
3.141e+01,0.16,0.16
3.142e+01,-0.24,-0.16
3.143e+01,0.16,0.24
3.144e+01,-0.24,-0.16
3.145e+01,0.16,0.16
3.146e+01,-0.16,-0.16
3.147e+01,0.16,0.24
3.148e+01,-0.16,-0.16
3.149e+01,0.16,0.16
3.150e+01,-0.24,-0.16
3.151e+01,0.16,0.24
3.152e+01,-0.24,-0.16
3.153e+01,0.16,0.16
3.154e+01,-0.24,-0.16
3.155e+01,0.16,0.16
3.156e+01,-0.16,-0.16
3.157e+01,0.16,0.16
3.158e+01,-0.16,-0.16
3.159e+01,0.08,0.16
3.160e+01,-0.24,-0.16
3.161e+01,0.16,0.16
3.162e+01,-0.16,-0.16
3.163e+01,0.16,0.16
3.164e+01,-0.16,-0.16
3.165e+01,0.16,0.16
3.166e+01,-0.24,-0.16
3.167e+01,0.16,0.16
3.168e+01,-0.16,-0.16
3.169e+01,0.16,0.16
3.170e+01,-0.16,-0.16
3.171e+01,0.16,0.24
3.172e+01,-0.16,-0.16
3.173e+01,0.16,0.16
3.174e+01,-0.16,-0.16
3.175e+01,0.08,0.24
3.176e+01,-0.16,-0.16
3.177e+01,0.16,0.24
3.178e+01,-0.16,-0.16
3.179e+01,0.16,0.16
3.180e+01,-0.16,-0.16
3.181e+01,0.16,0.16
3.182e+01,-0.16,-0.16
3.183e+01,0.16,0.16
3.184e+01,-0.24,-0.16
3.185e+01,0.16,0.24
3.186e+01,-0.16,-0.16
3.187e+01,0.16,0.16
3.188e+01,-0.24,-0.16
3.189e+01,0.16,0.16
3.190e+01,-0.16,-0.16
3.191e+01,0.08,0.16
3.192e+01,-0.16,-0.16
3.193e+01,0.08,0.24
3.194e+01,-0.24,-0.16
3.195e+01,0.16,0.16
3.196e+01,-0.16,-0.16
3.197e+01,0.16,0.16
3.198e+01,-0.24,-0.16
3.199e+01,0.16,0.16
3.200e+01,-0.24,-0.16
3.201e+01,0.16,0.24
3.202e+01,-0.24,-0.16
3.203e+01,0.16,0.16
3.204e+01,-0.16,-0.16
3.205e+01,0.16,0.16
3.206e+01,-0.16,-0.16
3.207e+01,0.16,0.16
3.208e+01,-0.16,-0.16
3.209e+01,0.16,0.16
3.210e+01,-0.16,-0.16
3.211e+01,0.16,0.16
3.212e+01,-0.24,-0.16
3.213e+01,0.16,0.16
3.214e+01,-0.24,-0.16
3.215e+01,0.16,0.16
3.216e+01,-0.24,-0.16
3.217e+01,0.16,0.24
3.218e+01,-0.24,-0.16
3.219e+01,0.16,0.16
3.220e+01,-0.16,-0.16
3.221e+01,0.16,0.16
3.222e+01,-0.24,-0.16
3.223e+01,0.16,0.16
3.224e+01,-0.16,-0.16
3.225e+01,0.16,0.16
3.226e+01,-0.16,-0.16
3.227e+01,0.16,0.16
3.228e+01,-0.24,-0.16
3.229e+01,0.16,0.24
3.230e+01,-0.24,-0.16
3.231e+01,0.16,0.16
3.232e+01,-0.24,-0.16
3.233e+01,0.16,0.16
3.234e+01,-0.16,-0.16
3.235e+01,0.08,0.16
3.236e+01,-0.24,-0.16
3.237e+01,0.16,0.16
3.238e+01,-0.16,-0.16
3.239e+01,0.16,0.16
3.240e+01,-0.24,-0.16
3.241e+01,0.16,0.16
3.242e+01,-0.16,-0.16
3.243e+01,0.16,0.16
3.244e+01,-0.16,-0.16
3.245e+01,0.16,0.16
3.246e+01,-0.24,-0.16
3.247e+01,0.16,0.16
3.248e+01,-0.24,-0.16
3.249e+01,0.16,0.16
3.250e+01,-0.24,-0.16
3.251e+01,0.16,0.16
3.252e+01,-0.24,-0.16
3.253e+01,0.16,0.16
3.254e+01,-0.16,-0.16
3.255e+01,0.16,0.16
3.256e+01,-0.16,-0.16
3.257e+01,0.16,0.24
3.258e+01,-0.24,-0.16
3.259e+01,0.16,0.24
3.260e+01,-0.16,-0.16
3.261e+01,0.16,0.16
3.262e+01,-0.24,-0.16
3.263e+01,0.16,0.16
3.264e+01,-0.24,-0.16
3.265e+01,0.16,0.16
3.266e+01,-0.24,-0.16
3.267e+01,0.16,0.16
3.268e+01,-0.24,-0.16
3.269e+01,0.16,0.16
3.270e+01,-0.16,-0.16
3.271e+01,0.16,0.16
3.272e+01,-0.16,-0.16
3.273e+01,0.16,0.16
3.274e+01,-0.16,-0.16
3.275e+01,0.16,0.24
3.276e+01,-0.24,-0.16
3.277e+01,0.16,0.24
3.278e+01,-0.16,-0.16
3.279e+01,0.16,0.24
3.280e+01,-0.24,-0.16
3.281e+01,0.16,0.16
3.282e+01,-0.24,-0.16
3.283e+01,0.16,0.16
3.284e+01,-0.16,-0.16
3.285e+01,0.16,0.24
3.286e+01,-0.16,-0.16
3.287e+01,0.16,0.24
3.288e+01,-0.16,-0.16
3.289e+01,0.16,0.16
3.290e+01,-0.16,-0.16
3.291e+01,0.08,0.16
3.292e+01,-0.24,-0.16
3.293e+01,0.16,0.16
3.294e+01,-0.16,-0.16
3.295e+01,0.16,0.16
3.296e+01,-0.24,-0.16
3.297e+01,0.16,0.16
3.298e+01,-0.24,-0.16
3.299e+01,0.16,0.16
3.300e+01,-0.24,-0.16
3.301e+01,0.16,0.24
3.302e+01,-0.16,-0.16
3.303e+01,0.16,0.16
3.304e+01,-0.24,-0.16
3.305e+01,0.16,0.16
3.306e+01,-0.16,-0.16
3.307e+01,0.16,0.16
3.308e+01,-0.24,-0.16
3.309e+01,0.16,0.16
3.310e+01,-0.24,-0.16
3.311e+01,0.16,0.16
3.312e+01,-0.24,-0.16
3.313e+01,0.16,0.16
3.314e+01,-0.16,-0.16
3.315e+01,0.08,0.16
3.316e+01,-0.16,-0.16
3.317e+01,0.16,0.16
3.318e+01,-0.24,-0.16
3.319e+01,0.16,0.16
3.320e+01,-0.16,-0.16
3.321e+01,0.16,0.24
3.322e+01,-0.16,-0.16
3.323e+01,0.16,0.16
3.324e+01,-0.16,-0.16
3.325e+01,0.16,0.16
3.326e+01,-0.16,-0.16
3.327e+01,0.16,0.16
3.328e+01,-0.16,-0.16
3.329e+01,0.16,0.16
3.330e+01,-0.16,-0.16
3.331e+01,0.16,0.16
3.332e+01,-0.16,-0.16
3.333e+01,0.16,0.16
3.334e+01,-0.24,-0.16
3.335e+01,0.16,0.16
3.336e+01,-0.24,-0.16
3.337e+01,0.16,0.16
3.338e+01,-0.16,-0.16
3.339e+01,0.16,0.16
3.340e+01,-0.24,-0.16
3.341e+01,0.16,0.16
3.342e+01,-0.24,-0.16
3.343e+01,0.16,0.16
3.344e+01,-0.24,-0.16
3.345e+01,0.16,0.24
3.346e+01,-0.16,-0.16
3.347e+01,0.16,0.16
3.348e+01,-0.16,-0.16
3.349e+01,0.16,0.16
3.350e+01,-0.24,-0.16
3.351e+01,0.16,0.24
3.352e+01,-0.24,-0.16
3.353e+01,0.16,0.16
3.354e+01,-0.16,-0.16
3.355e+01,0.08,0.24
3.356e+01,-0.24,-0.16
3.357e+01,0.16,0.16
3.358e+01,-0.24,-0.16
3.359e+01,0.16,0.16
3.360e+01,-0.16,-0.16
3.361e+01,0.16,0.16
3.362e+01,-0.24,-0.16
3.363e+01,0.16,0.16
3.364e+01,-0.24,-0.16
3.365e+01,0.16,0.16
3.366e+01,-0.16,-0.16
3.367e+01,0.16,0.24
3.368e+01,-0.16,-0.16
3.369e+01,0.16,0.16
3.370e+01,-0.24,-0.16
3.371e+01,0.16,0.16
3.372e+01,-0.24,-0.16
3.373e+01,0.16,0.16
3.374e+01,-0.24,-0.16
3.375e+01,0.16,0.16
3.376e+01,-0.24,-0.16
3.377e+01,0.08,0.16
3.378e+01,-0.16,-0.16
3.379e+01,0.16,0.16
3.380e+01,-0.24,-0.16
3.381e+01,0.16,0.16
3.382e+01,-0.16,-0.16
3.383e+01,0.16,0.16
3.384e+01,-0.24,-0.16
3.385e+01,0.16,0.16
3.386e+01,-0.16,-0.16
3.387e+01,0.16,0.16
3.388e+01,-0.24,-0.16
3.389e+01,0.16,0.16
3.390e+01,-0.24,-0.16
3.391e+01,0.16,0.16
3.392e+01,-0.16,-0.16
3.393e+01,0.16,0.16
3.394e+01,-0.16,-0.16
3.395e+01,0.16,0.16
3.396e+01,-0.24,-0.16
3.397e+01,0.16,0.24
3.398e+01,-0.16,-0.16
3.399e+01,0.16,0.16
3.400e+01,-0.16,-0.16
3.401e+01,0.16,0.16
3.402e+01,-0.24,-0.16
3.403e+01,0.16,0.24
3.404e+01,-0.16,-0.16
3.405e+01,0.16,0.24
3.406e+01,-0.16,-0.16
3.407e+01,0.16,0.16
3.408e+01,-0.24,-0.16
3.409e+01,0.16,0.16
3.410e+01,-0.24,-0.16
3.411e+01,0.16,0.16
3.412e+01,-0.16,-0.16
3.413e+01,0.16,0.16
3.414e+01,-0.24,-0.16
3.415e+01,0.16,0.24
3.416e+01,-0.16,-0.16
3.417e+01,0.16,0.16
3.418e+01,-0.24,-0.16
3.419e+01,0.16,0.16
3.420e+01,-0.16,-0.08
3.421e+01,0.16,0.24
3.422e+01,-0.16,-0.16
3.423e+01,0.16,0.16
3.424e+01,-0.16,-0.16
3.425e+01,0.16,0.16
3.426e+01,-0.24,-0.16
3.427e+01,0.16,0.16
3.428e+01,-0.24,-0.16
3.429e+01,0.16,0.16
3.430e+01,-0.16,-0.16
3.431e+01,0.16,0.24
3.432e+01,-0.24,-0.16
3.433e+01,0.16,0.16
3.434e+01,-0.24,-0.16
3.435e+01,0.16,0.24
3.436e+01,-0.24,-0.16
3.437e+01,0.08,0.16
3.438e+01,-0.24,-0.16
3.439e+01,0.16,0.16
3.440e+01,-0.16,-0.16
3.441e+01,0.16,0.16
3.442e+01,-0.16,-0.16
3.443e+01,0.16,0.16
3.444e+01,-0.24,-0.16
3.445e+01,0.16,0.16
3.446e+01,-0.24,-0.16
3.447e+01,0.16,0.16
3.448e+01,-0.24,-0.16
3.449e+01,0.16,0.16
3.450e+01,-0.24,-0.16
3.451e+01,0.16,0.16
3.452e+01,-0.24,-0.16
3.453e+01,0.16,0.16
3.454e+01,-0.16,-0.16
3.455e+01,0.16,0.16
3.456e+01,-0.16,-0.16
3.457e+01,0.16,0.16
3.458e+01,-0.16,-0.16
3.459e+01,0.16,0.16
3.460e+01,-0.24,-0.16
3.461e+01,0.16,0.24
3.462e+01,-0.16,-0.16
3.463e+01,0.16,0.16
3.464e+01,-0.16,-0.16
3.465e+01,0.16,0.16
3.466e+01,-0.24,-0.16
3.467e+01,0.16,0.16
3.468e+01,-0.16,-0.08
3.469e+01,0.16,0.24
3.470e+01,-0.24,-0.16
3.471e+01,0.16,0.16
3.472e+01,-0.24,-0.16
3.473e+01,0.16,0.16
3.474e+01,-0.24,-0.16
3.475e+01,0.16,0.16
3.476e+01,-0.16,-0.08
3.477e+01,0.16,0.16
3.478e+01,-0.24,-0.16
3.479e+01,0.16,0.16
3.480e+01,-0.16,-0.16
3.481e+01,0.16,0.16
3.482e+01,-0.16,-0.16
3.483e+01,0.16,0.24
3.484e+01,-0.16,-0.16
3.485e+01,0.16,0.16
3.486e+01,-0.24,-0.16
3.487e+01,0.16,0.16
3.488e+01,-0.24,-0.16
3.489e+01,0.16,0.16
3.490e+01,-0.24,-0.16
3.491e+01,0.16,0.16
3.492e+01,-0.24,-0.16
3.493e+01,0.16,0.16
3.494e+01,-0.24,-0.16
3.495e+01,0.16,0.16
3.496e+01,-0.16,-0.16
3.497e+01,0.16,0.16
3.498e+01,-0.24,-0.16
3.499e+01,0.16,0.16
3.500e+01,-0.24,-0.16
3.501e+01,0.16,0.16
3.502e+01,-0.16,-0.16
3.503e+01,0.16,0.24
3.504e+01,-0.24,-0.16
3.505e+01,0.16,0.16
3.506e+01,-0.16,-0.16
3.507e+01,0.16,0.16
3.508e+01,-0.24,-0.16
3.509e+01,0.16,0.16
3.510e+01,-0.24,-0.16
3.511e+01,0.16,0.16
3.512e+01,-0.16,-0.16
3.513e+01,0.08,0.16
3.514e+01,-0.16,-0.16
3.515e+01,0.16,0.16
3.516e+01,-0.16,-0.16
3.517e+01,0.16,0.16
3.518e+01,-0.16,-0.16
3.519e+01,0.16,0.16
3.520e+01,-0.24,-0.16
3.521e+01,0.16,0.16
3.522e+01,-0.24,-0.16
3.523e+01,0.16,0.16
3.524e+01,-0.24,-0.16
3.525e+01,0.16,0.24
3.526e+01,-0.16,-0.16
3.527e+01,0.16,0.24
3.528e+01,-0.16,-0.16
3.529e+01,0.16,0.24
3.530e+01,-0.24,-0.16
3.531e+01,0.16,0.24
3.532e+01,-0.16,-0.16
3.533e+01,0.16,0.24
3.534e+01,-0.24,-0.16
3.535e+01,0.16,0.16
3.536e+01,-0.24,-0.16
3.537e+01,0.16,0.24
3.538e+01,-0.16,-0.16
